Year,Rank,Rider,Team,TotalSeconds,GapSeconds
2021,103,STEFAN BISSEGGER,EF EDUCATION - NIPPO,311291,12695
2021,104,EDWARD THEUNS,TREK - SEGAFREDO,311407,12811
2021,105,GUILLAUME BOIVIN,ISRAEL START-UP NATION,311418,12822
2021,106,KRISTIAN SBARAGLI,ALPECIN - FENIX,311455,12859
2021,107,BENOIT COSNEFROY,AG2R CITROEN TEAM,311490,12894
2021,108,DAVIDE BALLERINI,DECEUNINCK - QUICK - STEP,311509,12913
2021,109,JASPER PHILIPSEN,ALPECIN - FENIX,311927,13331
2021,110,MIKKEL BJERG,UAE TEAM EMIRATES,311937,13341
2021,111,CASPER PEDERSEN,TEAM DSM,311968,13372
2021,112,VEGARD STAKE LAENGEN,UAE TEAM EMIRATES,312009,13413
2021,113,DMITRIY GRUZDEV,ASTANA - PREMIER TECH,312085,13489
2021,114,JUUL CHRISTOPHER JENSEN,TEAM BIKEEXCHANGE,312103,13507
2021,115,DANIEL OSS,BORA - HANSGROHE,312209,13613
2021,116,LUKAS PÖSTLBERGER,BORA - HANSGROHE,312228,13632
2021,117,BOY VAN POPPEL,INTERMARCHE - WANTY - GOBERT MATERIAUX,312421,13825
2021,118,PETR VAKOČ,ALPECIN - FENIX,312462,13866
2021,119,IDE SCHELLING,BORA - HANSGROHE,312472,13876
2021,120,DANNY VAN POPPEL,INTERMARCHE - WANTY - GOBERT MATERIAUX,312569,13973
2021,121,MAXIMILIAN RICHARD WALSCHEID,TEAM QHUBEKA NEXTHASH,312581,13985
2021,122,OMER GOLDSTEIN,ISRAEL START-UP NATION,312722,14126
2021,123,SIMON CLARKE,TEAM QHUBEKA NEXTHASH,312764,14168
2021,124,CARLOS BARBERO,TEAM QHUBEKA NEXTHASH,313016,14420
2021,125,ANDRÉ GREIPEL,ISRAEL START-UP NATION,313082,14486
2021,126,NILS EEKHOFF,TEAM DSM,313160,14564
2021,127,MARCO HALLER,BAHRAIN VICTORIOUS,313177,14581
2021,128,JORIS NIEUWENHUIS,TEAM DSM,313198,14602
2021,129,JULIEN SIMON,TOTALENERGIES,313345,14749
2021,130,SEAN BENNETT,TEAM QHUBEKA NEXTHASH,313458,14862
2021,131,JELLE WALLAYS,COFIDIS,313582,14986
2021,132,JÉRÉMY CABOT,TOTALENERGIES,313691,15095
2021,133,CHRIS FROOME,ISRAEL START-UP NATION,313717,15121
2021,134,RICK ZABEL,ISRAEL START-UP NATION,313783,15187
2021,135,DRIES DEVENYNS,DECEUNINCK - QUICK - STEP,314245,15649
2021,136,RETO HOLLENSTEIN,ISRAEL START-UP NATION,314455,15859
2021,137,MADS PEDERSEN,TREK - SEGAFREDO,314753,16157
2021,138,MICHAEL MØRKØV,DECEUNINCK - QUICK - STEP,314961,16365
2021,139,MARK CAVENDISH,DECEUNINCK - QUICK - STEP,315050,16454
2021,140,CEES BOL,TEAM DSM,315195,16599
2021,141,TIM DECLERCQ,DECEUNINCK - QUICK - STEP,316665,18069
2022,1,JONAS VINGEGAARD HANSEN,JUMBO - VISMA,286400,0
2022,2,TADEJ POGACAR,UAE TEAM EMIRATES,286563,163
2022,3,GERAINT THOMAS,INEOS GRENADIERS,286842,442
2022,4,DAVID GAUDU,GROUPAMA - FDJ,287219,819
2022,5,ALEKSANDR VLASOV,BORA - HANSGROHE,287346,946
2022,6,NAIRO QUINTANA,TEAM ARKEA - SAMSIC,287393,993
2022,7,ROMAIN BARDET,TEAM DSM,287491,1091
2022,8,LOUIS MEINTJES,INTERMARCHE - WANTY - GOBERT MATERIAUX,287524,1124
2022,9,ALEXEY LUTSENKO,ASTANA - QAZAQSTAN TEAM,287776,1376
2022,10,ADAM YATES,INEOS GRENADIERS,287892,1492
2022,11,VALENTIN MADOUAS,GROUPAMA - FDJ,288559,2159
2022,12,BOB JUNGELS,AG2R CITROEN TEAM,289123,2723
2022,13,NEILSON POWLESS,EF EDUCATION - EASYPOST,289217,2817
2022,14,LUIS LEON SANCHEZ,BAHRAIN VICTORIOUS,289358,2958
2022,15,THIBAUT PINOT,GROUPAMA - FDJ,289425,3025
2022,16,PATRICK KONRAD,BORA - HANSGROHE,289814,3414
2022,17,TOM PIDCOCK,INEOS GRENADIERS,290075,3675
2022,18,SEPP KUSS,JUMBO - VISMA,290149,3749
2022,19,DYLAN TEUNS,BAHRAIN VICTORIOUS,290690,4290
2022,20,BRANDON MCNULTY,UAE TEAM EMIRATES,291879,5479
2022,21,MATTEO JORGENSON,MOVISTAR TEAM,292037,5637
2022,22,WOUT VAN AERT,JUMBO - VISMA,292155,5755
2022,23,NICHOLAS SCHULTZ,TEAM BIKEEXCHANGE-JAYCO,292381,5981
2022,24,HUGO HOULE,ISRAEL-PREMIER TECH,292534,6134
2022,25,BAUKE MOLLEMA,TREK - SEGAFREDO,292757,6357
2022,26,RIGOBERTO URAN,EF EDUCATION - EASYPOST,292898,6498
2022,27,CARLOS VERONA QUINTANILLA,MOVISTAR TEAM,293183,6783
2022,28,ANDREAS LEKNESSUND,TEAM DSM,293451,7051
2022,29,GREGOR MÜHLBERGER,MOVISTAR TEAM,293543,7143
2022,30,DANIEL FELIPE MARTINEZ POVEDA,INEOS GRENADIERS,293655,7255
2022,31,SIMONE VELASCO,ASTANA - QAZAQSTAN TEAM,293864,7464
2022,32,DYLAN VAN BAARLE,INEOS GRENADIERS,294534,8134
2022,33,STEFAN KÜNG,GROUPAMA - FDJ,294546,8146
2022,34,SEBASTIAN SCHÖNBERGER,B&B HOTELS - KTM,294615,8215
2022,35,MICHAEL STORER,GROUPAMA - FDJ,294995,8595
2022,36,TIESJ BENOOT,JUMBO - VISMA,295014,8614
2022,37,TONY GALLOPIN,TREK - SEGAFREDO,295111,8711
2022,38,CHRISTOPHER HAMILTON,TEAM DSM,295138,8738
2022,39,ANDREY ZEITS,ASTANA - QAZAQSTAN TEAM,295182,8782
2022,40,ION IZAGIRRE INSAUSTI,COFIDIS,295408,9008
2022,41,ALBERTO BETTIOL,EF EDUCATION - EASYPOST,295684,9284
2022,42,LUKASZ OWSIAN,TEAM ARKEA - SAMSIC,295868,9468
2022,43,JOSEPH LLOYD DOMBROWSKI,ASTANA - QAZAQSTAN TEAM,295871,9471
2022,44,GEORG ZIMMERMANN,INTERMARCHE - WANTY - GOBERT MATERIAUX,295980,9580
2022,45,SIMON GESCHKE,COFIDIS,296083,9683
2022,46,MAXIMILIAN SCHACHMANN,BORA - HANSGROHE,296244,9844
2022,47,KOBE GOOSSENS,INTERMARCHE - WANTY - GOBERT MATERIAUX,296367,9967
2022,48,KÉVIN GENIETS,GROUPAMA - FDJ,296488,10088
2022,49,JONATHAN CASTROVIEJO NICOLAS,INEOS GRENADIERS,296694,10294
2022,50,MAXIME BOUET,TEAM ARKEA - SAMSIC,296716,10316
2022,51,ANDREA PASQUALON,INTERMARCHE - WANTY - GOBERT MATERIAUX,296982,10582
2022,52,NELSON OLIVEIRA,MOVISTAR TEAM,297059,10659
2022,53,FELIX GROSSSCHARTNER,BORA - HANSGROHE,297095,10695
2022,54,BENJAMIN THOMAS,COFIDIS,297418,11018
2022,55,ALFRED BROCKWELL WRIGHT,BAHRAIN VICTORIOUS,297448,11048
2022,56,NILS POLITT,BORA - HANSGROHE,297829,11429
2022,57,PIERRE LATOUR,TOTALENERGIES,297926,11526
2022,58,EDVALD BOASSON-HAGEN,TOTALENERGIES,297978,11578
2022,59,GIULIO CICCONE,TREK - SEGAFREDO,298204,11804
2022,60,SILVAN DILLIER,ALPECIN - DECEUNINCK,298237,11837
2022,61,TOMS SKUJINS,TREK - SEGAFREDO,298248,11848
2022,62,ANTOINE DUCHESNE,GROUPAMA - FDJ,298298,11898
2022,63,PIERRE LUC PERICHON,COFIDIS,298732,12332
2022,64,MARTIJN TUSVELD,TEAM DSM,298883,12483
2022,65,STAN DEWULF,AG2R CITROEN TEAM,298958,12558
2022,66,FRANCK BONNAMOUR,B&B HOTELS - KTM,299036,12636
2022,67,QUINN SIMMONS,TREK - SEGAFREDO,299044,12644
2022,68,MATHIEU BURGAUDEAU,TOTALENERGIES,299126,12726
2022,69,PIERRE ROLLAND,B&B HOTELS - KTM,299273,12873
2022,70,CONNOR SWIFT,TEAM ARKEA - SAMSIC,299305,12905
2022,71,KRISTIAN SBARAGLI,ALPECIN - DECEUNINCK,299378,12978
2022,72,JAN TRATNIK,BAHRAIN VICTORIOUS,299451,13051
2022,73,ANDREAS KRON,LOTTO SOUDAL,299457,13057
2022,74,MATIS LOUVEL,TEAM ARKEA - SAMSIC,299606,13206
2022,75,CHRISTOPHE LAPORTE,JUMBO - VISMA,299610,13210
2022,76,PHILIPPE GILBERT,LOTTO SOUDAL,299714,13314
2022,77,GUY NIV,ISRAEL-PREMIER TECH,299862,13462
2022,78,MICHAEL MATTHEWS,TEAM BIKEEXCHANGE-JAYCO,299959,13559
2022,79,KRISTS NEILANDS,ISRAEL-PREMIER TECH,299976,13576
2022,80,CYRIL BARTHE,B&B HOTELS - KTM,300114,13714
2022,81,JASPER STUYVEN,TREK - SEGAFREDO,300168,13768
2022,82,HUGO HOFSTETTER,TEAM ARKEA - SAMSIC,300197,13797
2022,83,STEFAN BISSEGGER,EF EDUCATION - EASYPOST,300306,13906
2022,84,ANTHONY PEREZ,COFIDIS,300340,13940
2022,85,AMAURY CAPIOT,TEAM ARKEA - SAMSIC,300375,13975
2022,86,MATEJ MOHORIC,BAHRAIN VICTORIOUS,300377,13977
2022,87,MARCO HALLER,BORA - HANSGROHE,300385,13985
2022,88,OLIVIER LE GAC,GROUPAMA - FDJ,300565,14165
2022,89,ALEXIS GOUGEARD,B&B HOTELS - KTM,300695,14295
2022,90,OWAIN DOULL,EF EDUCATION - EASYPOST,300699,14299
2022,91,BENOIT COSNEFROY,AG2R CITROEN TEAM,300711,14311
2022,92,JASPER PHILIPSEN,ALPECIN - DECEUNINCK,300750,14350
2022,93,SVEN ERIK BYSTROM,INTERMARCHE - WANTY - GOBERT MATERIAUX,300759,14359
2022,94,JONAS RUTSCH,EF EDUCATION - EASYPOST,300761,14361
2022,95,FILIPPO GANNA,INEOS GRENADIERS,301011,14611
2022,96,MATTIA CATTANEO,QUICK-STEP ALPHA VINYL TEAM,301032,14632
2022,97,ALEKSANDR RIABUSHENKO,ASTANA - QAZAQSTAN TEAM,301060,14660
2022,98,ANDREA BAGIOLI,QUICK-STEP ALPHA VINYL TEAM,301400,15000
2022,99,MADS PEDERSEN,TREK - SEGAFREDO,301510,15110
2022,100,ALBERTO DAINESE,TEAM DSM,301654,15254
2022,101,LUKA MEZGEC,TEAM BIKEEXCHANGE-JAYCO,301773,15373
2022,102,ALEXANDER KRISTOFF,INTERMARCHE - WANTY - GOBERT MATERIAUX,301834,15434
2022,103,LUCA MOZZATO,B&B HOTELS - KTM,301934,15534
2022,104,ALEXANDER KRIEGER,ALPECIN - DECEUNINCK,301982,15582
2022,105,JOHN DEGENKOLB,TEAM DSM,302185,15785
2022,106,LUKE ROWE,INEOS GRENADIERS,302400,16000
2022,107,FLORIAN SENECHAL,QUICK-STEP ALPHA VINYL TEAM,302494,16094
2022,108,FLORIAN VERMEERSCH,LOTTO SOUDAL,302533,16133
2022,109,DANNY VAN POPPEL,BORA - HANSGROHE,302628,16228
2022,110,EDWARD PLANCKAERT,ALPECIN - DECEUNINCK,302824,16424
2022,111,ADRIEN PETIT,INTERMARCHE - WANTY - GOBERT MATERIAUX,302905,16505
2022,112,FRØLICH MIKKEL HONORÉ,QUICK-STEP ALPHA VINYL TEAM,303015,16615
2022,113,CYRIL LEMOINE,B&B HOTELS - KTM,303049,16649
2022,114,DMITRIY GRUZDEV,ASTANA - QAZAQSTAN TEAM,303056,16656
2022,115,MACIEJ BODNAR,TOTALENERGIES,303172,16772
2022,116,PETER SAGAN,TOTALENERGIES,303188,16788
2022,117,DYLAN GROENEWEGEN,TEAM BIKEEXCHANGE-JAYCO,303255,16855
2022,118,KAMIL GRADEK,BAHRAIN VICTORIOUS,303366,16966
2022,119,NILS EEKHOFF,TEAM DSM,303366,16966
2022,120,YVES LAMPAERT,QUICK-STEP ALPHA VINYL TEAM,303574,17174
2022,121,BRENT VAN MOER,LOTTO SOUDAL,303747,17347
2022,122,JACK BAUER,TEAM BIKEEXCHANGE-JAYCO,303865,17465
2022,123,GUILLAUME VAN KEIRSBULCK,ALPECIN - DECEUNINCK,304052,17652
2022,124,MIKKEL BJERG,UAE TEAM EMIRATES,304413,18013
2022,125,TACO VAN DER HOORN,INTERMARCHE - WANTY - GOBERT MATERIAUX,304554,18154
2022,126,JÉRÉMY LECROQ,B&B HOTELS - KTM,305229,18829
2022,127,MARC HIRSCHI,UAE TEAM EMIRATES,305309,18909
2022,128,JUUL CHRISTOPHER JENSEN,TEAM BIKEEXCHANGE-JAYCO,305326,18926
2022,129,ANTHONY TURGIS,TOTALENERGIES,305617,19217
2022,130,FABIO JAKOBSEN,QUICK-STEP ALPHA VINYL TEAM,305818,19418
2022,131,FREDERIK FRISON,LOTTO SOUDAL,306219,19819
2022,132,REINARDT JANSE VAN RENSBURG,LOTTO SOUDAL,306285,19885
2022,133,AMUND GRØNDAHL JANSEN,TEAM BIKEEXCHANGE-JAYCO,306287,19887
2022,134,ALBERT TORRES BARCELO,MOVISTAR TEAM,306593,20193
2022,135,CALEB EWAN,LOTTO SOUDAL,306842,20442
2023,1,JONAS VINGEGAARD HANSEN,JUMBO-VISMA,295542,0
2023,2,TADEJ POGACAR,UAE TEAM EMIRATES,295991,449
2023,3,ADAM YATES,UAE TEAM EMIRATES,296198,656
2023,4,SIMON PHILIP YATES,TEAM JAYCO ALULA,296285,743
2023,5,CARLOS RODRIGUEZ,INEOS GRENADIERS,296339,797
2023,6,PELLO BILBAO LOPEZ DE ARMENTIA,BAHRAIN VICTORIOUS,296349,807
2023,7,JAI HINDLEY,BORA - HANSGROHE,296426,884
2023,8,FELIX GALL,AG2R CITROEN TEAM,296511,969
2023,9,DAVID GAUDU,GROUPAMA - FDJ,296930,1388
2023,10,GUILLAUME MARTIN GUYONNET,COFIDIS,297132,1590
2023,11,THIBAUT PINOT,GROUPAMA - FDJ,297225,1683
2023,12,SEPP KUSS,JUMBO-VISMA,297794,2252
2023,13,TOM PIDCOCK,INEOS GRENADIERS,298414,2872
2023,14,RAFAL MAJKA,UAE TEAM EMIRATES,298911,3369
2023,15,JONATHAN CASTROVIEJO NICOLAS,INEOS GRENADIERS,298939,3397
2023,16,CHRISTOPHER HARPER,TEAM JAYCO ALULA,298991,3449
2023,17,BEN ALEXANDER O'CONNOR,AG2R CITROEN TEAM,299441,3899
2023,18,WILCO KELDERMAN,JUMBO-VISMA,299548,4006
2023,19,MIKEL LANDA MEANA,BAHRAIN VICTORIOUS,299903,4361
2023,20,VALENTIN MADOUAS,GROUPAMA - FDJ,299992,4450
2023,21,EMANUEL BUCHMANN,BORA - HANSGROHE,300086,4544
2023,22,WARREN BARGUIL,TEAM ARKEA - SAMSIC,300168,4626
2023,23,FELIX GROSSSCHARTNER,UAE TEAM EMIRATES,301863,6321
2023,24,TIESJ BENOOT,JUMBO-VISMA,301957,6415
2023,25,CLÉMENT BERTHET,AG2R CITROEN TEAM,302161,6619
2023,26,BOB JUNGELS,BORA - HANSGROHE,302668,7126
2023,27,WOUT POELS,BAHRAIN VICTORIOUS,303086,7544
2023,28,JACK HAIG,BAHRAIN VICTORIOUS,303374,7832
2023,29,MATTIAS SKJELMOSE,LIDL - TREK,303669,8127
2023,30,TOBIAS HALLAND JOHANNESSEN,UNO-X PRO CYCLING TEAM,303675,8133
2023,31,MATHIEU BURGAUDEAU,TOTALENERGIES,304015,8473
2023,32,GIULIO CICCONE,LIDL - TREK,304211,8669
2023,33,JULIAN ALAPHILIPPE,SOUDAL QUICK-STEP,304285,8743
2023,34,HAROLD TEJADA CANACUE,ASTANA QAZAQSTAN TEAM,304408,8866
2023,35,DYLAN TEUNS,ISRAEL - PREMIER TECH,304810,9268
2023,36,EGAN BERNAL GOMEZ,INEOS GRENADIERS,305038,9496
2023,37,GORKA IZAGIRRE INSAUSTI,MOVISTAR TEAM,305075,9533
2023,38,HUGO HOULE,ISRAEL - PREMIER TECH,305267,9725
2023,39,NICHOLAS SCHULTZ,ISRAEL - PREMIER TECH,305354,9812
2023,40,ALEXEY LUTSENKO,ASTANA QAZAQSTAN TEAM,305355,9813
2023,41,KÉVIN GENIETS,GROUPAMA - FDJ,305396,9854
2023,42,DYLAN VAN BAARLE,JUMBO-VISMA,305507,9965
2023,43,GREGAARD JONAS WILSLY,UNO-X PRO CYCLING TEAM,305569,10027
2023,44,GREGOR MÜHLBERGER,MOVISTAR TEAM,305704,10162
2023,45,ION IZAGIRRE INSAUSTI,COFIDIS,305751,10209
2023,46,CHRISTOPHER HAMILTON,TEAM DSM - FIRMENICH,305802,10260
2023,47,GEORG ZIMMERMANN,INTERMARCHÉ - CIRCUS - WANTY,305987,10445
2023,48,MICHAEL RUSSELL WOODS,ISRAEL - PREMIER TECH,306029,10487
2023,49,MICHAL KWIATKOWSKI,INEOS GRENADIERS,306110,10568
2023,50,KRISTS NEILANDS,ISRAEL - PREMIER TECH,306123,10581
2023,51,CLÉMENT CHAMPOUSSIN,TEAM ARKEA - SAMSIC,306229,10687
2023,52,ALEX ARANBURU DEVA,MOVISTAR TEAM,306521,10979
2023,53,NELSON OLIVEIRA,MOVISTAR TEAM,306848,11306
2023,54,STEFAN KÜNG,GROUPAMA - FDJ,306851,11309
2023,55,AURÉLIEN PARET PEINTRE,AG2R CITROEN TEAM,306913,11371
2023,56,MARC SOLER,UAE TEAM EMIRATES,306938,11396
2023,57,MATHIEU VAN DER POEL,ALPECIN-DECEUNINCK,307026,11484
2023,58,MATTHEW DINHAM,TEAM DSM - FIRMENICH,307154,11612
2023,59,MAXIM VAN GILS,LOTTO DSTNY,307411,11869
2023,60,OMAR FRAILE MATARRANZ,INEOS GRENADIERS,307486,11944
2023,61,KEVIN VERMAERKE,TEAM DSM - FIRMENICH,307802,12260
2023,62,NILS POLITT,BORA - HANSGROHE,308069,12527
2023,63,QUENTIN PACHER,GROUPAMA - FDJ,308365,12823
2023,64,VICTOR CAMPENAERTS,LOTTO DSTNY,308440,12898
2023,65,MATIS LOUVEL,TEAM ARKEA - SAMSIC,308511,12969
2023,66,NEILSON POWLESS,EF EDUCATION - EASYPOST,308592,13050
2023,67,RUI COSTA,INTERMARCHÉ - CIRCUS - WANTY,308619,13077
2023,68,ANTHONY DELAPLACE,TEAM ARKEA - SAMSIC,308839,13297
2023,69,SIMON GUGLIELMI,TEAM ARKEA - SAMSIC,308850,13308
2023,70,LARS VAN DEN BERG,GROUPAMA - FDJ,309105,13563
2023,71,RIGOBERTO URAN,EF EDUCATION - EASYPOST,309357,13815
2023,72,MATEJ MOHORIC,BAHRAIN VICTORIOUS,309407,13865
2023,73,NANS PETERS,AG2R CITROEN TEAM,309528,13986
2023,74,JUAN PEDRO LOPEZ PEREZ,LIDL - TREK,309621,14079
2023,75,PIERRE LATOUR,TOTALENERGIES,309667,14125
2023,76,OLIVER NAESEN,AG2R CITROEN TEAM,309747,14205
2023,77,LILIAN CALMEJANE,INTERMARCHÉ - CIRCUS - WANTY,310045,14503
2023,78,MARCO HALLER,BORA - HANSGROHE,310099,14557
2023,79,JASPER STUYVEN,LIDL - TREK,310146,14604
2023,80,CHRISTOPHE LAPORTE,JUMBO-VISMA,310289,14747
2023,81,STAN DEWULF,AG2R CITROEN TEAM,310404,14862
2023,82,PATRICK KONRAD,BORA - HANSGROHE,310405,14863
2023,83,ALBERTO BETTIOL,EF EDUCATION - EASYPOST,310480,14938
2023,84,G LAWSON CRADDOCK,TEAM JAYCO ALULA,310693,15151
2023,85,JONAS ABRAHAMSEN,UNO-X PRO CYCLING TEAM,310754,15212
2023,86,TONY GALLOPIN,LIDL - TREK,310831,15289
2023,87,KASPER ASGREEN,SOUDAL QUICK-STEP,310851,15309
2023,88,DANIEL OSS,TOTALENERGIES,310921,15379
2023,89,VALENTIN FERRON,TOTALENERGIES,311097,15555
2023,90,CORBIN STRONG,ISRAEL - PREMIER TECH,311223,15681
2023,91,PASCAL EENKHOORN,LOTTO DSTNY,311257,15715
2023,92,ALFRED BROCKWELL WRIGHT,BAHRAIN VICTORIOUS,311313,15771
2023,93,NATHAN VAN HOOYDONCK,JUMBO-VISMA,311386,15844
2023,94,ANTHONY TURGIS,TOTALENERGIES,311404,15862
2023,95,TORSTEIN TRÆEN,UNO-X PRO CYCLING TEAM,311529,15987
2023,96,MAGNUS CORT NIELSEN,EF EDUCATION - EASYPOST,311877,16335
2023,97,JASPER PHILIPSEN,ALPECIN-DECEUNINCK,311908,16366
2023,98,BRYAN COQUARD,COFIDIS,311937,16395
2023,99,ANTHON CHARMIG,UNO-X PRO CYCLING TEAM,312033,16491
2023,100,EDVALD BOASSON-HAGEN,TOTALENERGIES,312220,16678
2023,101,BENOIT COSNEFROY,AG2R CITROEN TEAM,312304,16762
2023,102,VEGARD STAKE LAENGEN,UAE TEAM EMIRATES,312365,16823
2023,103,MIKE TEUNISSEN,INTERMARCHÉ - CIRCUS - WANTY,312437,16895
2023,104,YVES LAMPAERT,SOUDAL QUICK-STEP,312498,16956
2023,105,MADS PEDERSEN,LIDL - TREK,312572,17030
2023,106,RÉMI CAVAGNA,SOUDAL QUICK-STEP,312583,17041
2023,107,MATTEO TRENTIN,UAE TEAM EMIRATES,312616,17074
2023,108,RASMUS TILLER,UNO-X PRO CYCLING TEAM,312740,17198
2023,109,SIMON CLARKE,ISRAEL - PREMIER TECH,312975,17433
2023,110,ANDREY AMADOR,EF EDUCATION - EASYPOST,313189,17647
2023,111,DION SMITH,INTERMARCHÉ - CIRCUS - WANTY,313195,17653
2023,112,LUKA MEZGEC,TEAM JAYCO ALULA,313334,17792
2023,113,QUINTEN HERMANS,ALPECIN-DECEUNINCK,313464,17922
2023,114,JONAS RICKAERT,ALPECIN-DECEUNINCK,313565,18023
2023,115,ALEX KIRSCH,LIDL - TREK,313597,18055
2023,116,DANNY VAN POPPEL,BORA - HANSGROHE,313636,18094
2023,117,JUUL CHRISTOPHER JENSEN,TEAM JAYCO ALULA,313827,18285
2023,118,TIM DECLERCQ,SOUDAL QUICK-STEP,313860,18318
2023,119,DRIES DEVENYNS,SOUDAL QUICK-STEP,313939,18397
2023,120,FLORIAN VERMEERSCH,LOTTO DSTNY,313940,18398
2023,121,NIKIAS ARNDT,BAHRAIN VICTORIOUS,314029,18487
2023,122,SOREN KRAGH ANDERSEN,ALPECIN-DECEUNINCK,314060,18518
2023,123,MIKKEL BJERG,UAE TEAM EMIRATES,314084,18542
2023,124,LAURENT PICHON,TEAM ARKEA - SAMSIC,314146,18604
2023,125,BINIAM GIRMAY,INTERMARCHÉ - CIRCUS - WANTY,314162,18620
2023,126,GUILLAUME BOIVIN,ISRAEL - PREMIER TECH,314203,18661
2023,127,PETER SAGAN,TOTALENERGIES,314399,18857
2023,128,JENTHE BIERMANS,TEAM ARKEA - SAMSIC,314406,18864
2023,129,SILVAN DILLIER,ALPECIN-DECEUNINCK,314448,18906
2023,130,LUKE DURBRIDGE,TEAM JAYCO ALULA,314520,18978
2023,131,OLIVIER LE GAC,GROUPAMA - FDJ,314571,19029
2023,132,LUCA MOZZATO,TEAM ARKEA - SAMSIC,314584,19042
2023,133,MICHAEL GOGL,ALPECIN-DECEUNINCK,314726,19184
2023,134,ALEXANDER KRISTOFF,UNO-X PRO CYCLING TEAM,314973,19431
2023,135,GIANNI MOSCON,ASTANA QAZAQSTAN TEAM,314981,19439
2023,136,JASPER DE BUYST,LOTTO DSTNY,315166,19624
2023,137,DYLAN GROENEWEGEN,TEAM JAYCO ALULA,315183,19641
2023,138,NILS EEKHOFF,TEAM DSM - FIRMENICH,315540,19998
2023,139,JORDI MEEUS,BORA - HANSGROHE,315573,20031
2023,140,SØREN WÆRENSKJOLD,UNO-X PRO CYCLING TEAM,315574,20032
2023,141,ELMAR REINDERS,TEAM JAYCO ALULA,315659,20117
2023,142,AXEL ZINGLE,COFIDIS,315905,20363
2023,143,ADRIEN PETIT,INTERMARCHÉ - CIRCUS - WANTY,316058,20516
2023,144,SAM WELSFORD,TEAM DSM - FIRMENICH,316082,20540
2023,145,JOHN DEGENKOLB,TEAM DSM - FIRMENICH,316191,20649
2023,146,ALEXANDER EDMONDSON,TEAM DSM - FIRMENICH,316221,20679
2023,147,FREDERIK FRISON,LOTTO DSTNY,316862,21320
2023,148,YEVGENIY FEDOROV,ASTANA QAZAQSTAN TEAM,316939,21397
2023,149,CEES BOL,ASTANA QAZAQSTAN TEAM,317006,21464
2023,150,MICHAEL MØRKØV,SOUDAL QUICK-STEP,317573,22031
2024,1,TADEJ POGACAR,UAE TEAM EMIRATES,301136,0
2024,2,JONAS VINGEGAARD HANSEN,TEAM VISMA | LEASE A BIKE,301513,377
2024,3,REMCO EVENEPOEL,SOUDAL QUICK-STEP,301694,558
2024,4,JOAO ALMEIDA,UAE TEAM EMIRATES,302279,1143
2024,5,MIKEL LANDA MEANA,SOUDAL QUICK-STEP,302342,1206
2024,6,ADAM YATES,UAE TEAM EMIRATES,302583,1447
2024,7,CARLOS RODRIGUEZ,INEOS GRENADIERS,302640,1504
2024,8,MATTEO JORGENSON,TEAM VISMA | LEASE A BIKE,302730,1594
2024,9,DEREK JAMES GEE,ISRAEL - PREMIER TECH,302777,1641
2024,10,SANTIAGO BUITRAGO SANCHEZ,BAHRAIN VICTORIOUS,302879,1743
2024,11,GIULIO CICCONE,LIDL-TREK,302978,1842
2024,12,SIMON PHILIP YATES,TEAM JAYCO ALULA,303480,2344
2024,13,GUILLAUME MARTIN GUYONNET,COFIDIS,303765,2629
2024,14,FELIX GALL,DECATHLON AG2R LA MONDIALE TEAM,303908,2772
2024,15,LAURENS DE PLUS,INEOS GRENADIERS,303920,2784
2024,16,STEFF CRAS,TOTALENERGIES,304094,2958
2024,17,RICHARD CARAPAZ,EF EDUCATION - EASYPOST,304100,2964
2024,18,JAI HINDLEY,RED BULL - BORA - HANSGROHE,304560,3424
2024,19,ENRIC MAS NICOLAU,MOVISTAR TEAM,305401,4265
2024,20,LOUIS MEINTJES,INTERMARCHÉ - WANTY,305446,4310
2024,21,WILCO KELDERMAN,TEAM VISMA | LEASE A BIKE,306127,4991
2024,22,JULIEN BERNARD,LIDL-TREK,306971,5835
2024,23,JAVIER ROMO OLIVER,MOVISTAR TEAM,307282,6146
2024,24,CARLOS VERONA QUINTANILLA,LIDL-TREK,307569,6433
2024,25,VALENTIN MADOUAS,GROUPAMA-FDJ,307855,6719
2024,26,ILAN VAN WILDER,SOUDAL QUICK-STEP,308006,6870
2024,27,BEN HEALY,EF EDUCATION - EASYPOST,308108,6972
2024,28,JORDAN JEGAT,TOTALENERGIES,308492,7356
2024,29,EGAN BERNAL GOMEZ,INEOS GRENADIERS,308566,7430
2024,30,ROMAIN BARDET,TEAM DSM-FIRMENICH POSTNL,308601,7465
2024,31,JACK HAIG,BAHRAIN VICTORIOUS,309029,7893
2024,32,PAVEL SIVAKOV,UAE TEAM EMIRATES,309197,8061
2024,33,BRUNO ARMIRAIL,DECATHLON AG2R LA MONDIALE TEAM,309275,8139
2024,34,ODD CHRISTIAN EIKING,UNO-X MOBILITY,309450,8314
2024,35,TOBIAS HALLAND JOHANNESSEN,UNO-X MOBILITY,309633,8497
2024,36,CRISTIAN RODRIGUEZ MARTIN,ARKEA-B&B HOTELS,309955,8819
2024,37,BOB JUNGELS,RED BULL - BORA - HANSGROHE,310081,8945
2024,38,JAKOB FUGLSANG,ISRAEL - PREMIER TECH,310238,9102
2024,39,EDGAR OSCAR ONLEY,TEAM DSM-FIRMENICH POSTNL,310835,9699
