Fahrer;Team;Alter Start;Alter Ende;Overall Start;Overall Ende;Entwicklung;Status
Paul Thierry;Vereinslos / Free Agent;21;22;63.78;66.23;+2.45;Active
Joel del Ojo;Vereinslos / Free Agent;22;23;60.29;62.74;+2.45;Active
Rintaro Morimoto;Vereinslos / Free Agent;23;24;61.27;63.71;+2.44;Active
Petr Hladík;Vereinslos / Free Agent;21;22;56.00;58.44;+2.44;Active
Tillman Sarnowski;Vereinslos / Free Agent;22;23;64.59;67.03;+2.44;Active
Joeri Schaper;Vereinslos / Free Agent;21;22;63.41;65.85;+2.44;Active
Hugo Rishøj;Vereinslos / Free Agent;21;22;62.85;65.29;+2.44;Active
Cian Hampton;Vereinslos / Free Agent;22;23;60.53;62.97;+2.44;Active
Brayan Esteban Malaver;Vereinslos / Free Agent;25;26;62.50;64.94;+2.44;Active
Manu Moore;Vereinslos / Free Agent;23;24;62.86;65.30;+2.44;Active
Alejandro Mora Revelo;Vereinslos / Free Agent;23;24;61.20;63.64;+2.44;Active
Etienne Dugre-Arcand;Vereinslos / Free Agent;23;24;58.11;60.54;+2.43;Active
Lorenzo Anniballi;Vereinslos / Free Agent;23;24;62.81;65.24;+2.43;Active
Rindert Buiter;Vereinslos / Free Agent;23;24;64.32;66.75;+2.43;Active
Frederik Dupont Hougaard;Vereinslos / Free Agent;21;22;62.32;64.75;+2.43;Active
Ibai Azanza;Vereinslos / Free Agent;23;24;66.05;68.47;+2.42;Active
Adam Peek;Vereinslos / Free Agent;21;22;61.28;63.70;+2.42;Active
Elyes Plenel-Jobard;Vereinslos / Free Agent;21;22;65.00;67.42;+2.42;Active
Pedro Cunha;Vereinslos / Free Agent;22;23;58.34;60.76;+2.42;Active
André Ribeiro;Vereinslos / Free Agent;22;23;63.62;66.04;+2.42;Active
Enrico Simoni;Vereinslos / Free Agent;21;22;60.44;62.85;+2.41;Active
Denis Hoza;Vereinslos / Free Agent;24;25;61.55;63.96;+2.41;Active
Mario Anguela;Vereinslos / Free Agent;22;23;62.13;64.54;+2.41;Active
Tom Williams;Vereinslos / Free Agent;23;24;64.26;66.67;+2.41;Active
Patrick Torrison;Vereinslos / Free Agent;23;24;54.65;57.06;+2.41;Active
Patrick Harris;Vereinslos / Free Agent;22;23;59.25;61.66;+2.41;Active
Daniel ilhavý;Vereinslos / Free Agent;22;23;61.48;63.89;+2.41;Active
Stephano Arias;Vereinslos / Free Agent;24;25;58.39;60.80;+2.41;Active
Axel Salvadori;Vereinslos / Free Agent;22;23;62.81;65.22;+2.41;Active
Alfred Christensen;Vereinslos / Free Agent;22;23;61.88;64.29;+2.41;Active
Freddy Ávila;Vereinslos / Free Agent;24;25;62.91;65.31;+2.40;Active
Nathan Cusack;Vereinslos / Free Agent;21;22;63.66;66.06;+2.40;Active
Alessandro Borgo;Nintendo - Colnago;22;23;69.36;71.76;+2.40;Active
Nil Aguilera;Vereinslos / Free Agent;23;24;65.10;67.49;+2.39;Active
Jonas Walton;Vereinslos / Free Agent;23;24;65.62;68.01;+2.39;Active
Andreas Krogh Jensen;Vereinslos / Free Agent;22;23;62.22;64.60;+2.38;Active
Sérgio Magalhães;Vereinslos / Free Agent;24;25;60.37;62.75;+2.38;Active
Yeferson Camargo;Vereinslos / Free Agent;22;23;63.30;65.67;+2.37;Active
Sergi Darder;Orange - Ridley;24;25;67.71;70.08;+2.37;Active
Ross Birrell;Vereinslos / Free Agent;23;24;62.68;65.05;+2.37;Active
Ko Molenaar;Vereinslos / Free Agent;20;21;62.52;64.89;+2.37;Active
Hugh Harvey;Vereinslos / Free Agent;22;23;60.88;63.25;+2.37;Active
Gaetan Warnier;Vereinslos / Free Agent;21;22;62.00;64.37;+2.37;Active
Alfredo Bueno;Vereinslos / Free Agent;22;23;64.25;66.62;+2.37;Active
Erick Parra;Vereinslos / Free Agent;22;23;61.93;64.30;+2.37;Active
Jesús Goyo;Vereinslos / Free Agent;22;23;61.78;64.15;+2.37;Active
Oskar Küüt;Vereinslos / Free Agent;21;22;64.83;67.19;+2.36;Active
Leon Arenz;Vereinslos / Free Agent;21;22;64.94;67.30;+2.36;Active
Tommaso Bambagioni;Vereinslos / Free Agent;22;23;65.59;67.95;+2.36;Active
Niels Tenniglo;Vereinslos / Free Agent;23;24;59.31;61.67;+2.36;Active
Patrick Bubnic Dilica;Vereinslos / Free Agent;22;23;54.12;56.48;+2.36;Active
Victor Vaneeckhoutte;Michelin - Look;21;22;67.82;70.18;+2.36;Active
Sebastian Mora;Vereinslos / Free Agent;21;22;55.26;57.61;+2.35;Active
Richard Leu;Vereinslos / Free Agent;22;23;61.21;63.56;+2.35;Active
Dániel Túri;Vereinslos / Free Agent;24;25;56.12;58.47;+2.35;Active
Noah Hollamby;Vereinslos / Free Agent;20;21;63.49;65.84;+2.35;Active
Anton Skutnabb;Vereinslos / Free Agent;23;24;59.17;61.52;+2.35;Active
Robert Kobr;Vereinslos / Free Agent;22;23;60.47;62.82;+2.35;Active
Louis Chaleil;Vereinslos / Free Agent;21;22;63.04;65.39;+2.35;Active
Luke Tuckwell;Ferrero - Giro;23;24;68.93;71.28;+2.35;Active
Kacper Mientki;Vereinslos / Free Agent;20;21;64.20;66.54;+2.34;Active
Daniel Carvajal;Vereinslos / Free Agent;23;24;62.32;64.66;+2.34;Active
Kiany De Paepe;Vereinslos / Free Agent;20;21;60.89;63.23;+2.34;Active
Léo Kraemer;Vereinslos / Free Agent;23;24;63.60;65.94;+2.34;Active
Jente Klaver;Vereinslos / Free Agent;23;24;62.34;64.67;+2.33;Active
Luca Fraticelli;Vereinslos / Free Agent;21;22;64.35;66.68;+2.33;Active
Josh Charlton;Vereinslos / Free Agent;24;25;64.59;66.92;+2.33;Active
Even Thorvaldsen;Vereinslos / Free Agent;24;25;63.50;65.83;+2.33;Active
Leonardo Galigani;Vereinslos / Free Agent;25;26;63.01;65.34;+2.33;Active
Veeti Vainio;Vereinslos / Free Agent;25;26;62.81;65.14;+2.33;Active
Noa Isidore;Toyota - Lapierre;22;23;70.07;72.40;+2.33;Active
James Gardner;Vereinslos / Free Agent;22;23;63.04;65.37;+2.33;Active
Acke Dahlblom;Vereinslos / Free Agent;22;23;62.24;64.56;+2.32;Active
Hodei Muñoz;BASF - Selle Italia;20;21;67.39;69.71;+2.32;Active
Simen Evertsen-Hegreberg;Vereinslos / Free Agent;23;24;66.59;68.91;+2.32;Active
Grega Podlesnik;Vereinslos / Free Agent;22;23;62.01;64.33;+2.32;Active
Bohémond Barrillot;Vereinslos / Free Agent;23;24;66.00;68.32;+2.32;Active
Lorenzo Fraccaro;Vereinslos / Free Agent;24;25;62.43;64.74;+2.31;Active
Hans Rullier;Vereinslos / Free Agent;23;24;64.87;67.18;+2.31;Active
David Pavlin;Vereinslos / Free Agent;23;24;55.89;58.20;+2.31;Active
Juan Felipe Rodriguez;Vereinslos / Free Agent;23;24;64.52;66.83;+2.31;Active
Samuele Alari;Vereinslos / Free Agent;22;23;60.95;63.26;+2.31;Active
Jakub Kuba;Vereinslos / Free Agent;21;22;62.08;64.39;+2.31;Active
Koryo Sato;Vereinslos / Free Agent;21;22;60.95;63.26;+2.31;Active
Franklin Revelo;Vereinslos / Free Agent;24;25;63.60;65.91;+2.31;Active
Owen Musset;Vereinslos / Free Agent;24;25;61.85;64.16;+2.31;Active
Lorenzo Tedeschi;Vereinslos / Free Agent;24;25;60.26;62.57;+2.31;Active
Luca Attolini;Vereinslos / Free Agent;20;21;63.17;65.48;+2.31;Active
Gust Huyghe;Vereinslos / Free Agent;25;26;62.83;65.14;+2.31;Active
Gerben Dewinter;Vereinslos / Free Agent;23;24;63.73;66.03;+2.30;Active
Martin Solhaug Hansen;Volvic - Corratec;24;25;67.46;69.76;+2.30;Active
Aaron Nougué-Dessus;Vereinslos / Free Agent;22;23;64.25;66.55;+2.30;Active
Raphael Kokas;Vereinslos / Free Agent;22;23;60.39;62.69;+2.30;Active
Finlay Tarling;Vereinslos / Free Agent;20;21;62.70;65.00;+2.30;Active
Lorenzo Finn;Michelin - Look;20;21;70.35;72.65;+2.30;Active
Simon Gottstein;Vereinslos / Free Agent;21;22;61.82;64.12;+2.30;Active
Wout Joore;Vereinslos / Free Agent;23;24;64.43;66.73;+2.30;Active
Andrea Bessega;Vereinslos / Free Agent;21;22;64.62;66.92;+2.30;Active
Basile Delalande;Vereinslos / Free Agent;22;23;63.85;66.15;+2.30;Active
Kamil Dolak;Vereinslos / Free Agent;22;23;59.38;61.68;+2.30;Active
Kevin Narváez;Vereinslos / Free Agent;21;22;57.84;60.14;+2.30;Active
Jakob Omrzel;Ikea - Adidas;21;22;69.99;72.28;+2.29;Active
Adam Gross;Vereinslos / Free Agent;23;24;62.97;65.26;+2.29;Active
Miquel Ramos;Vereinslos / Free Agent;23;24;61.02;63.31;+2.29;Active
Tomá Sivok;Vereinslos / Free Agent;23;24;65.89;68.18;+2.29;Active
Girts Harkins;Vereinslos / Free Agent;21;22;62.66;64.94;+2.28;Active
Dominik Dunár;Vereinslos / Free Agent;21;22;65.20;67.48;+2.28;Active
Luuk Verbruggen;Vereinslos / Free Agent;23;24;63.03;65.31;+2.28;Active
Gal Oblak;Vereinslos / Free Agent;20;21;59.88;62.16;+2.28;Active
Alejandro Paredes;Vereinslos / Free Agent;20;21;60.81;63.09;+2.28;Active
Willem O'Connor;Vereinslos / Free Agent;21;22;62.73;65.01;+2.28;Active
Dorian Durand;Vereinslos / Free Agent;23;24;63.14;65.42;+2.28;Active
Polivio Jhoffre Imbaquingo;Vereinslos / Free Agent;23;24;62.94;65.21;+2.27;Active
Christiaan van Rees;Vereinslos / Free Agent;22;23;63.51;65.78;+2.27;Active
ak Eren;BASF - Selle Italia;21;22;67.86;70.13;+2.27;Active
Nils Puschmann;Vereinslos / Free Agent;22;23;62.08;64.34;+2.26;Active
Tomos Pattinson;Generali - Mammut;21;22;69.35;71.61;+2.26;Active
Mateo Duque;Vereinslos / Free Agent;21;22;63.21;65.47;+2.26;Active
Jonathan Ahlsson;Vereinslos / Free Agent;24;25;64.01;66.27;+2.26;Active
José Andrés Sarmiento;Vereinslos / Free Agent;22;23;60.43;62.69;+2.26;Active
Stiven William Leiton;Vereinslos / Free Agent;22;23;59.66;61.92;+2.26;Active
Morgan Borrie;Vereinslos / Free Agent;24;25;60.92;63.17;+2.25;Active
Cesar Leonel Cisneros Muñiz;Vereinslos / Free Agent;22;23;60.98;63.23;+2.25;Active
Cristian Calzaferri;Vereinslos / Free Agent;22;23;61.27;63.52;+2.25;Active
Daniel Schrag;Vereinslos / Free Agent;24;25;63.96;66.21;+2.25;Active
Sander Eeckhout;Vereinslos / Free Agent;24;25;63.33;65.57;+2.24;Active
Cédric Van Raemdonck;Vereinslos / Free Agent;24;25;64.93;67.17;+2.24;Active
Joel Diaz;Vereinslos / Free Agent;23;24;64.13;66.37;+2.24;Active
Matthew Connan;Vereinslos / Free Agent;24;25;62.99;65.23;+2.24;Active
Ahron Dick;Vereinslos / Free Agent;20;21;63.10;65.34;+2.24;Active
Thomas Tachot;Vereinslos / Free Agent;24;25;60.92;63.16;+2.24;Active
Alex Eaves;Vereinslos / Free Agent;21;22;62.07;64.30;+2.23;Active
Ricardo Bregoli;Vereinslos / Free Agent;22;23;59.54;61.77;+2.23;Active
Dawid Wika-Czarnowski;Vereinslos / Free Agent;21;22;64.74;66.97;+2.23;Active
Félix Bouchard;Vereinslos / Free Agent;24;25;65.32;67.55;+2.23;Active
Lewis Bower;Siemens - Wahoo;22;23;68.92;71.14;+2.22;Active
Felix Whetter;Vereinslos / Free Agent;23;24;60.21;62.43;+2.22;Active
Mika Vijfvinkel;Vereinslos / Free Agent;22;23;63.21;65.43;+2.22;Active
Francisco Santos;Vereinslos / Free Agent;21;22;57.02;59.23;+2.21;Active
Jaedon Terlouw;Vereinslos / Free Agent;25;26;64.72;66.93;+2.21;Active
Mats Devry;Vereinslos / Free Agent;22;23;59.83;62.04;+2.21;Active
Victor Hannes;Carl Zeiss - Felt;23;24;67.90;70.10;+2.20;Active
Gennadii Morgun;Vereinslos / Free Agent;24;25;56.88;59.08;+2.20;Active
Gabriel Ibáñez;Vereinslos / Free Agent;22;23;60.73;62.93;+2.20;Active
Filippo Vanoni;Vereinslos / Free Agent;23;24;63.22;65.42;+2.20;Active
Kevin Navas;Vereinslos / Free Agent;22;23;63.76;65.96;+2.20;Active
Joseph Smith;Vereinslos / Free Agent;23;24;62.24;64.44;+2.20;Active
Ivan Belmonte;Vereinslos / Free Agent;22;23;62.25;64.45;+2.20;Active
Nicola D'Alessandro;Vereinslos / Free Agent;21;22;61.89;64.09;+2.20;Active
Jacob Degn Fryland;Vereinslos / Free Agent;23;24;62.38;64.58;+2.20;Active
Jarne van de Ven;Vereinslos / Free Agent;22;23;62.67;64.86;+2.19;Active
Johannes Reißmann;Vereinslos / Free Agent;23;24;59.82;62.01;+2.19;Active
Justus Willemsen;Vereinslos / Free Agent;23;24;57.50;59.69;+2.19;Active
Cosma Gabriele Rausa;Vereinslos / Free Agent;22;23;61.97;64.16;+2.19;Active
Nicolas Zippan;Vereinslos / Free Agent;23;24;63.13;65.32;+2.19;Active
Ryno Schutte;Vereinslos / Free Agent;22;23;61.98;64.17;+2.19;Active
Masao Shimazaki;Vereinslos / Free Agent;21;22;60.79;62.98;+2.19;Active
Julian Cardona García;Vereinslos / Free Agent;23;24;60.67;62.85;+2.18;Active
Ezekiel Ouellet;Vereinslos / Free Agent;24;25;60.60;62.78;+2.18;Active
Bertold Drijver;Vereinslos / Free Agent;23;24;60.48;62.66;+2.18;Active
Odhran Doogan;Vereinslos / Free Agent;23;24;63.32;65.50;+2.18;Active
Romet Pajur;Vereinslos / Free Agent;22;23;64.68;66.86;+2.18;Active
Jason Miller;Vereinslos / Free Agent;23;24;56.56;58.74;+2.18;Active
Philip Mathiesen;Vereinslos / Free Agent;24;25;62.30;64.48;+2.18;Active
Márk Valent;Michelin - Look;23;24;67.84;70.01;+2.17;Active
Mattia Stenico;Vereinslos / Free Agent;20;21;64.76;66.93;+2.17;Active
Carson Mattern;Vereinslos / Free Agent;23;24;62.76;64.93;+2.17;Active
Luca Martignago;Vereinslos / Free Agent;24;25;60.38;62.55;+2.17;Active
Antonio González;Vereinslos / Free Agent;23;24;65.73;67.89;+2.16;Active
Alessio Magagnotti;Vereinslos / Free Agent;20;21;64.77;66.93;+2.16;Active
Milan Nijs;Vereinslos / Free Agent;20;21;62.29;64.45;+2.16;Active
Alessandro Pinarello;Toyota - Lapierre;23;24;72.06;74.22;+2.16;Active
Floris Dejaegher;Vereinslos / Free Agent;22;23;58.63;60.78;+2.15;Active
Emiliano Castro;Vereinslos / Free Agent;22;23;57.11;59.26;+2.15;Active
Niels Driesen;Ortlieb - Sony;21;22;65.63;67.78;+2.15;Active
Jelle Schieven;Vereinslos / Free Agent;21;22;59.67;61.82;+2.15;Active
Jaka Marolt;Vereinslos / Free Agent;21;22;66.83;68.98;+2.15;Active
Dylan Hicks;Endura - Vittoria;23;24;68.15;70.30;+2.15;Active
Ruben Rodríguez;Vereinslos / Free Agent;24;25;62.13;64.28;+2.15;Active
Amanuel Tesfay;Vereinslos / Free Agent;22;23;64.38;66.53;+2.15;Active
Jasper Levi Pahlke;Vereinslos / Free Agent;24;25;61.98;64.13;+2.15;Active
Marc Sato;Vereinslos / Free Agent;23;24;59.24;61.39;+2.15;Active
Maxim Delrue;Vereinslos / Free Agent;24;25;66.03;68.18;+2.15;Active
Simon Gall;Vereinslos / Free Agent;23;24;59.25;61.39;+2.14;Active
Jairo Orlando Montoya;Vereinslos / Free Agent;25;26;60.64;62.78;+2.14;Active
Andrea Mearelli;Vereinslos / Free Agent;23;24;60.37;62.51;+2.14;Active
Aidan Teese;Vereinslos / Free Agent;23;24;62.69;64.83;+2.14;Active
Wies Verdonck;Vereinslos / Free Agent;23;24;63.95;66.09;+2.14;Active
Arlex Méndez;Vereinslos / Free Agent;21;22;64.77;66.90;+2.13;Active
Jarno Grixa;Vereinslos / Free Agent;23;24;65.35;67.48;+2.13;Active
Owen Lightfoot;Vereinslos / Free Agent;24;25;64.51;66.64;+2.13;Active
Thijmen Paardekooper;Vereinslos / Free Agent;22;23;62.52;64.65;+2.13;Active
Adam Howell;Vereinslos / Free Agent;22;23;63.65;65.78;+2.13;Active
Alex Doltaire;Vereinslos / Free Agent;20;21;61.40;63.53;+2.13;Active
Senne Debucke;Vereinslos / Free Agent;23;24;62.96;65.09;+2.13;Active
D'Arcy Sanders;Vereinslos / Free Agent;23;24;60.35;62.48;+2.13;Active
João Silva;Vereinslos / Free Agent;24;25;54.38;56.51;+2.13;Active
Jakob Sagadin;Vereinslos / Free Agent;22;23;58.82;60.94;+2.12;Active
Hibiki Koizumi;Vereinslos / Free Agent;23;24;59.21;61.33;+2.12;Active
Edgar Laurensot;Vereinslos / Free Agent;23;24;63.99;66.11;+2.12;Active
Evan Pavis;Vereinslos / Free Agent;22;23;64.00;66.12;+2.12;Active
Dario Igor Belletta;Lego - Bianchi;23;24;69.74;71.86;+2.12;Active
Oliver Dawson;Vereinslos / Free Agent;20;21;61.92;64.04;+2.12;Active
Alistair Gardner;Vereinslos / Free Agent;21;22;61.49;63.61;+2.12;Active
Gasper Kokalj;Vereinslos / Free Agent;22;23;60.12;62.23;+2.11;Active
Ibai Irisarri;Vereinslos / Free Agent;21;22;62.95;65.06;+2.11;Active
Wil Holmes;Vereinslos / Free Agent;21;22;64.41;66.52;+2.11;Active
Nils Daniel Gutierrez;Vereinslos / Free Agent;23;24;55.94;58.05;+2.11;Active
Michael Zárate;Vereinslos / Free Agent;23;24;62.55;64.66;+2.11;Active
Sebastian Robles Larsen;Vereinslos / Free Agent;23;24;64.70;66.81;+2.11;Active
Jules van Kempen;Vereinslos / Free Agent;24;25;60.88;62.99;+2.11;Active
Yanis Seguin;Vereinslos / Free Agent;24;25;62.59;64.70;+2.11;Active
Nehuén Erripa;Vereinslos / Free Agent;23;24;63.34;65.44;+2.10;Active
Duarte Marivoet;Allianz - Giant;22;23;67.34;69.44;+2.10;Active
Eliote Ponchon;Vereinslos / Free Agent;24;25;64.44;66.54;+2.10;Active
Erick Pozo;Vereinslos / Free Agent;22;23;61.18;63.28;+2.10;Active
Ronan O'Connor;Vereinslos / Free Agent;23;24;65.29;67.38;+2.09;Active
Oliver Aukland;Vereinslos / Free Agent;23;24;63.36;65.45;+2.09;Active
Maël Zahem;Vereinslos / Free Agent;21;22;64.32;66.41;+2.09;Active
Edwin Mercier;Vereinslos / Free Agent;22;23;61.47;63.56;+2.09;Active
Théo Laurans;Haribo - Specialized;24;25;66.45;68.54;+2.09;Active
Farley Barber;Vereinslos / Free Agent;25;26;62.93;65.02;+2.09;Active
Cristian Dominguez Quevedo;Vereinslos / Free Agent;23;24;57.73;59.82;+2.09;Active
Riks Sipovics;Vereinslos / Free Agent;22;23;60.22;62.31;+2.09;Active
Sil De Brauwere;Vereinslos / Free Agent;22;23;61.26;63.35;+2.09;Active
Jhonny Salas;Vereinslos / Free Agent;24;25;59.76;61.85;+2.09;Active
Jamie Whitcher;Vereinslos / Free Agent;23;24;63.21;65.30;+2.09;Active
Nicolás Arnau;Vereinslos / Free Agent;24;25;58.88;60.96;+2.08;Active
Emanuel Wüthrich;Vereinslos / Free Agent;24;25;59.59;61.67;+2.08;Active
Jules Drouet;Vereinslos / Free Agent;21;22;62.42;64.50;+2.08;Active
Luca Bagnara;Vereinslos / Free Agent;23;24;65.85;67.93;+2.08;Active
Marijn Maas;Vereinslos / Free Agent;25;26;63.73;65.81;+2.08;Active
Peter Asbjørn Hansen;Vereinslos / Free Agent;25;26;60.00;62.08;+2.08;Active
Keegan Hornblow;Sennheiser - Michelin;25;26;66.28;68.35;+2.07;Active
Kacper Smreczek;Vereinslos / Free Agent;24;25;63.89;65.96;+2.07;Active
Casper Berczynski;Vereinslos / Free Agent;25;26;59.35;61.42;+2.07;Active
Fabio Giancristofaro;Vereinslos / Free Agent;23;24;64.15;66.22;+2.07;Active
Jakub Mayer;Vereinslos / Free Agent;22;23;61.30;63.37;+2.07;Active
Federico Savino;Toyota - Lapierre;22;23;69.34;71.40;+2.06;Active
Cesare Chesini;Michelin - Look;23;24;68.39;70.45;+2.06;Active
Josep Tomás;Vereinslos / Free Agent;25;26;62.76;64.82;+2.06;Active
David Dusingizimana;Vereinslos / Free Agent;23;24;56.67;58.73;+2.06;Active
Daniel Felipe Guzmán;Vereinslos / Free Agent;22;23;63.28;65.34;+2.06;Active
Quentin Cowan;Volvic - Corratec;23;24;66.10;68.16;+2.06;Active
Ivan Greiner;Vereinslos / Free Agent;23;24;55.43;57.49;+2.06;Active
Simon Ruet;Vereinslos / Free Agent;23;24;62.06;64.12;+2.06;Active
Théophile Vassal;Vereinslos / Free Agent;20;21;62.27;64.32;+2.05;Active
Igor Sek;Vereinslos / Free Agent;24;25;64.50;66.55;+2.05;Active
Bohdan Boryslavskyi;Vereinslos / Free Agent;23;24;58.95;61.00;+2.05;Active
Oscar Bluhm;Vereinslos / Free Agent;25;26;62.60;64.65;+2.05;Active
Boas Lysgaard;Vereinslos / Free Agent;22;23;63.65;65.69;+2.04;Active
Edoardo Sandri;Vereinslos / Free Agent;25;26;63.80;65.84;+2.04;Active
Gabrio Salomone;Vereinslos / Free Agent;22;23;62.24;64.28;+2.04;Active
Matteo Falchetti;Vereinslos / Free Agent;22;23;61.31;63.35;+2.04;Active
Sal Meijers;Vereinslos / Free Agent;23;24;59.94;61.98;+2.04;Active
Akilu Ateshim;Vereinslos / Free Agent;24;25;60.35;62.39;+2.04;Active
Miguel van Tintelen;Vereinslos / Free Agent;23;24;61.63;63.67;+2.04;Active
Dominik Horák;Vereinslos / Free Agent;25;26;60.70;62.74;+2.04;Active
Lorenzo Masciarelli;Deutsche Bahn - Stevens;23;24;67.60;69.64;+2.04;Active
Felix Hamel;Vereinslos / Free Agent;23;24;64.24;66.28;+2.04;Active
Axel Rambault;Vereinslos / Free Agent;25;26;64.63;66.67;+2.04;Active
Piotr Maslak;Vereinslos / Free Agent;23;24;63.49;65.53;+2.04;Active
Trym Holther;Vereinslos / Free Agent;23;24;66.21;68.24;+2.03;Active
José Mañeru;Vereinslos / Free Agent;24;25;57.27;59.30;+2.03;Active
Pepijn Veenings;Vereinslos / Free Agent;23;24;64.40;66.43;+2.03;Active
Robin Kos;Vereinslos / Free Agent;23;24;62.70;64.73;+2.03;Active
Patryk Goszczurny;Vereinslos / Free Agent;21;22;65.37;67.40;+2.03;Active
Simone Vieceli;Vereinslos / Free Agent;23;24;63.77;65.80;+2.03;Active
Alexander Bosley;Vereinslos / Free Agent;24;25;58.42;60.45;+2.03;Active
Renzo Moretti;Vereinslos / Free Agent;21;22;62.60;64.63;+2.03;Active
Christian Piffer;Vereinslos / Free Agent;23;24;63.09;65.12;+2.03;Active
Thibaut Bernard;Vereinslos / Free Agent;24;25;64.52;66.54;+2.02;Active
Milkias Kudus;Vereinslos / Free Agent;23;24;63.66;65.68;+2.02;Active
Olivers Jekabs Skrapcis;Vereinslos / Free Agent;20;21;61.98;64.00;+2.02;Active
Quentin Plusquellec;Vereinslos / Free Agent;23;24;63.53;65.55;+2.02;Active
Yehor Volkov;Vereinslos / Free Agent;23;24;54.83;56.85;+2.02;Active
Afonso Sobral;Vereinslos / Free Agent;23;24;58.07;60.09;+2.02;Active
Felix Holst;Vereinslos / Free Agent;23;24;57.04;59.05;+2.01;Active
Mathias Guillemette;Vereinslos / Free Agent;25;26;63.95;65.96;+2.01;Active
Maxime Duba;Vereinslos / Free Agent;22;23;63.10;65.11;+2.01;Active
Anders Vos Sørensen;Vereinslos / Free Agent;23;24;64.89;66.90;+2.01;Active
Luca Bühlmann;Vereinslos / Free Agent;22;23;58.77;60.78;+2.01;Active
Joan Revelo Eniquez;Vereinslos / Free Agent;23;24;60.34;62.35;+2.01;Active
Unai Zubeldia;Vereinslos / Free Agent;24;25;65.79;67.79;+2.00;Active
Diego Ruiz de Arcaute;Vereinslos / Free Agent;23;24;63.30;65.30;+2.00;Active
Liam Van Bylen;Alstom - Ghost;22;23;67.19;69.19;+2.00;Active
Michiel van Vliet;Vereinslos / Free Agent;23;24;65.22;67.22;+2.00;Active
Diego Pescador;Patagonia - Fuji;22;23;69.40;71.40;+2.00;Active
Bjorn Koster;Vereinslos / Free Agent;23;24;61.09;63.09;+2.00;Active
Piergiorgio Cozzani;Vereinslos / Free Agent;23;24;64.00;66.00;+2.00;Active
Máté Endrédi;Vereinslos / Free Agent;21;22;61.44;63.44;+2.00;Active
Sindre Hansen;Vereinslos / Free Agent;23;24;57.36;59.36;+2.00;Active
Théo Lowie;Vereinslos / Free Agent;23;24;62.68;64.67;+1.99;Active
Mitchel Fitzsimons;Vereinslos / Free Agent;24;25;63.09;65.08;+1.99;Active
Karol Wawrzyczek;Vereinslos / Free Agent;23;24;61.07;63.06;+1.99;Active
Edoardo Burani;Vereinslos / Free Agent;23;24;62.33;64.32;+1.99;Active
Peter Øxenberg;Danone - Fizik;21;22;68.05;70.04;+1.99;Active
Luka Ivan Tomic;Vereinslos / Free Agent;22;23;56.47;58.46;+1.99;Active
Lorenzo Montanari;Vereinslos / Free Agent;23;24;61.19;63.18;+1.99;Active
Patryk Marcinkowski;Vereinslos / Free Agent;25;26;61.26;63.25;+1.99;Active
Jakub Havrlant;Vereinslos / Free Agent;24;25;58.65;60.63;+1.98;Active
Antoine Tremoulet;Vereinslos / Free Agent;23;24;64.87;66.85;+1.98;Active
Viktor Vandenberghe;Vereinslos / Free Agent;22;23;63.88;65.86;+1.98;Active
Gus Otte;Vereinslos / Free Agent;23;24;59.47;61.45;+1.98;Active
Ian Witkowski;Vereinslos / Free Agent;23;24;59.35;61.33;+1.98;Active
Andrin Züger;Vereinslos / Free Agent;25;26;66.06;68.04;+1.98;Active
Alexander Hajek;Google - Pinarello;23;24;71.53;73.51;+1.98;Active
Alberto Bruttomesso;Lego - Bianchi;23;24;68.47;70.45;+1.98;Active
Efraín Rodriguez;Vereinslos / Free Agent;23;24;60.77;62.75;+1.98;Active
Julián Díaz;Vereinslos / Free Agent;23;24;56.01;57.98;+1.97;Active
Cameron Rogers;Endura - Vittoria;22;23;65.28;67.25;+1.97;Active
Kevin Nshutiraguma;Vereinslos / Free Agent;20;21;59.44;61.41;+1.97;Active
Rosmin Joel Baron;Vereinslos / Free Agent;24;25;59.71;61.68;+1.97;Active
Alexander Visby;Vereinslos / Free Agent;25;26;58.13;60.10;+1.97;Active
Ben Wiggins;Vereinslos / Free Agent;22;23;64.15;66.12;+1.97;Active
