Fahrer;Team;Alter Start;Alter Ende;Overall Start;Overall Ende;Entwicklung;Status
Aubin Sparfel;Orange - Ridley;21;26;69.62;73.57;+3.95;Active
Luke Tuckwell;Ferrero - Giro;23;28;68.93;72.88;+3.95;Active
Estiven Cañas;Vereinslos / Free Agent;24;29;63.33;67.28;+3.95;Active
Freddy Ávila;Vereinslos / Free Agent;24;29;62.91;66.85;+3.94;Active
Aless De Bock;Vereinslos / Free Agent;21;26;65.67;69.61;+3.94;Active
Johannes Reißmann;Vereinslos / Free Agent;23;28;59.82;63.75;+3.93;Active
Linus Törnström;Vereinslos / Free Agent;21;26;58.73;62.66;+3.93;Active
Juan Esteban Rojas;Vereinslos / Free Agent;22;27;59.97;63.89;+3.92;Active
Bertold Drijver;Vereinslos / Free Agent;23;28;60.48;64.40;+3.92;Active
Seppe Geerinck;Vereinslos / Free Agent;21;26;62.84;66.76;+3.92;Active
Miquel Ramos;Vereinslos / Free Agent;23;28;61.02;64.94;+3.92;Active
Lucca Bennetzen;Vereinslos / Free Agent;20;25;60.64;64.56;+3.92;Active
Leonardo Rossi;Vereinslos / Free Agent;22;27;63.84;67.76;+3.92;Active
Joost Brinkman;Vereinslos / Free Agent;23;28;64.34;68.26;+3.92;Active
Killian O'Brien;Vereinslos / Free Agent;21;26;62.45;66.36;+3.91;Active
André Dutra;Vereinslos / Free Agent;21;26;60.55;64.46;+3.91;Active
Nicolas Zippan;Vereinslos / Free Agent;23;28;63.13;67.03;+3.90;Active
Dominik Wróbel;Vereinslos / Free Agent;21;26;58.99;62.88;+3.89;Active
Clément Argeles;Vereinslos / Free Agent;20;25;62.38;66.27;+3.89;Active
Gust Huyghe;Vereinslos / Free Agent;25;30;62.83;66.72;+3.89;Active
Lorenzo Fraccaro;Vereinslos / Free Agent;24;29;62.43;66.31;+3.88;Active
Daniil Yakovlev;Vereinslos / Free Agent;22;27;63.57;67.45;+3.88;Active
Thomas Rossetti;Vereinslos / Free Agent;22;27;59.75;63.62;+3.87;Active
Raphaël Hector;Vereinslos / Free Agent;22;27;62.79;66.66;+3.87;Active
Szymon Ptak;Vereinslos / Free Agent;22;27;59.56;63.43;+3.87;Active
Veeti Vainio;Vereinslos / Free Agent;25;30;62.81;66.67;+3.86;Active
Omar Bustamante;Vereinslos / Free Agent;22;27;58.85;62.70;+3.85;Active
Rintaro Morimoto;Vereinslos / Free Agent;23;28;61.27;65.12;+3.85;Active
Jairo Orlando Montoya;Vereinslos / Free Agent;25;30;60.64;64.49;+3.85;Active
Martti Lenzius;Vereinslos / Free Agent;21;26;61.84;65.69;+3.85;Active
Henry Hobbs;Vereinslos / Free Agent;20;25;63.60;67.45;+3.85;Active
Iker Gómez Lopez;Vereinslos / Free Agent;21;26;65.81;69.65;+3.84;Active
Wies Verdonck;Vereinslos / Free Agent;23;28;63.95;67.79;+3.84;Active
Hugo Wertz;Vereinslos / Free Agent;22;27;63.38;67.21;+3.83;Active
Alejandro Abril;Vereinslos / Free Agent;22;27;61.71;65.54;+3.83;Active
Victor Bredtoft;Vereinslos / Free Agent;22;27;58.34;62.16;+3.82;Active
Noel Olsson;Vereinslos / Free Agent;22;27;57.12;60.94;+3.82;Active
Adam Gross;Vereinslos / Free Agent;23;28;62.97;66.78;+3.81;Active
Hugh Sessini;Vereinslos / Free Agent;22;27;62.34;66.15;+3.81;Active
Yafiet Mulugeta;Vereinslos / Free Agent;22;27;63.70;67.51;+3.81;Active
Tore Troelsen;Spotify - Cervelo;22;27;67.59;71.39;+3.80;Active
Elliot Robertson;Vereinslos / Free Agent;22;27;61.04;64.84;+3.80;Active
Fabio Giancristofaro;Vereinslos / Free Agent;23;28;64.15;67.95;+3.80;Active
Jacob Degn Fryland;Vereinslos / Free Agent;23;28;62.38;66.17;+3.79;Active
Florian Hochuli;Vereinslos / Free Agent;21;26;60.90;64.68;+3.78;Active
Thibault Ayache;Vereinslos / Free Agent;21;26;64.40;68.18;+3.78;Active
Ignacio Ortega;Vereinslos / Free Agent;21;26;59.30;63.07;+3.77;Active
Andrea Sergiampietri;Vereinslos / Free Agent;22;27;62.82;66.59;+3.77;Active
Neo Viking;Vereinslos / Free Agent;22;27;59.41;63.18;+3.77;Active
Maciej Banaszak;Vereinslos / Free Agent;21;26;64.29;68.06;+3.77;Active
Keito Kamiya;Vereinslos / Free Agent;20;25;59.01;62.78;+3.77;Active
Antonio Spada;Vereinslos / Free Agent;24;29;58.00;61.76;+3.76;Active
Andrea Mearelli;Vereinslos / Free Agent;23;28;60.37;64.13;+3.76;Active
Paul Fietzke;Bosch - Deuter;21;26;65.98;69.74;+3.76;Active
Luca Giaimi;Orange - Ridley;22;27;68.33;72.09;+3.76;Active
Mattia Di Felice;Vereinslos / Free Agent;22;27;60.82;64.57;+3.75;Active
Lauric Immanuel Schwitzgebel;Vereinslos / Free Agent;22;27;62.63;66.38;+3.75;Active
Marco Stocker;Vereinslos / Free Agent;22;27;60.45;64.20;+3.75;Active
Garin Kelley;Endura - Vittoria;22;27;67.13;70.88;+3.75;Active
Mattie Dodd;Vereinslos / Free Agent;22;27;65.09;68.83;+3.74;Active
August Birk Hundt;Vereinslos / Free Agent;22;27;60.60;64.34;+3.74;Active
Hugo Tapiz;Vereinslos / Free Agent;21;26;64.13;67.87;+3.74;Active
Linus Scheitinger;Vereinslos / Free Agent;22;27;61.51;65.25;+3.74;Active
Stan Dens;Vereinslos / Free Agent;22;27;62.98;66.72;+3.74;Active
Simon Gall;Vereinslos / Free Agent;23;28;59.25;62.98;+3.73;Active
Daniel Felipe Orjuela;Vereinslos / Free Agent;22;27;61.35;65.07;+3.72;Active
Antoine L'Hôte;Oatly - Shimano;22;27;68.33;72.04;+3.71;Active
Mykhailo Basaraba;Vereinslos / Free Agent;22;27;65.50;69.21;+3.71;Active
Richard Rika;Vereinslos / Free Agent;21;26;65.64;69.35;+3.71;Active
Daniel Schrag;Vereinslos / Free Agent;24;29;63.96;67.67;+3.71;Active
Quentin Plusquellec;Vereinslos / Free Agent;23;28;63.53;67.23;+3.70;Active
Santiago Basso;Vereinslos / Free Agent;21;26;62.74;66.44;+3.70;Active
Alejandro Pita Hidrobo;Vereinslos / Free Agent;22;27;62.65;66.35;+3.70;Active
Alejandro Mora Revelo;Vereinslos / Free Agent;23;28;61.20;64.90;+3.70;Active
Diogo Saleiro;Vereinslos / Free Agent;23;28;62.35;66.04;+3.69;Active
Yago Aguirre;Vereinslos / Free Agent;22;27;66.41;70.09;+3.68;Active
Quinten De Buysser;Vereinslos / Free Agent;22;27;62.77;66.45;+3.68;Active
Piotr Maslak;Vereinslos / Free Agent;23;28;63.49;67.17;+3.68;Active
Sviatoslav Horbovyi;Vereinslos / Free Agent;23;28;58.15;61.82;+3.67;Active
Giulio Giraudo;Vereinslos / Free Agent;22;27;62.04;65.70;+3.66;Active
Álvaro García;Vereinslos / Free Agent;22;27;65.09;68.75;+3.66;Active
Jean-Baptiste Declercq;Vereinslos / Free Agent;22;27;62.13;65.79;+3.66;Active
Nikolaj Ankerstjerne Klausen;Vereinslos / Free Agent;20;25;61.46;65.12;+3.66;Active
Ivan Toselli;Vereinslos / Free Agent;21;26;61.38;65.04;+3.66;Active
Noah Hobbs;Decathlon - Renault;22;27;70.10;73.76;+3.66;Active
Gabriele Casalini;Vereinslos / Free Agent;22;27;64.19;67.84;+3.65;Active
Milan Van Den Haute;Vereinslos / Free Agent;21;26;62.55;66.20;+3.65;Active
Vittorio Friggi;Vereinslos / Free Agent;21;26;60.37;64.02;+3.65;Active
Nehuén Erripa;Vereinslos / Free Agent;23;28;63.34;66.98;+3.64;Active
Joeri Schaper;Vereinslos / Free Agent;21;26;63.41;67.05;+3.64;Active
Jack Makohon;Vereinslos / Free Agent;21;26;66.09;69.73;+3.64;Active
Art Aitken;Vereinslos / Free Agent;21;26;59.90;63.54;+3.64;Active
Mewael Girmay;Vereinslos / Free Agent;22;27;63.08;66.72;+3.64;Active
Ivan Greiner;Vereinslos / Free Agent;23;28;55.43;59.06;+3.63;Active
Léon Taillieu;Vereinslos / Free Agent;23;28;60.69;64.31;+3.62;Active
Léo Kraemer;Vereinslos / Free Agent;23;28;63.60;67.22;+3.62;Active
Christian Piffer;Vereinslos / Free Agent;23;28;63.09;66.71;+3.62;Active
Márk Valent;Michelin - Look;23;28;67.84;71.45;+3.61;Active
Jules Hue;Vereinslos / Free Agent;21;26;61.79;65.40;+3.61;Active
Omar Dal Cappello;Vereinslos / Free Agent;23;28;60.20;63.80;+3.60;Active
Gusts Lapins;Vereinslos / Free Agent;21;26;62.98;66.58;+3.60;Active
Josep Tomás;Vereinslos / Free Agent;25;30;62.76;66.36;+3.60;Active
Marius Hobolth;Vereinslos / Free Agent;21;26;62.02;65.62;+3.60;Active
Joseph Wilson;Vereinslos / Free Agent;22;27;62.64;66.24;+3.60;Active
Michiel van Vliet;Vereinslos / Free Agent;23;28;65.22;68.81;+3.59;Active
Marcel Gladek;Vereinslos / Free Agent;21;26;63.95;67.54;+3.59;Active
Sindre Hansen;Vereinslos / Free Agent;23;28;57.36;60.95;+3.59;Active
Felix Whetter;Vereinslos / Free Agent;23;28;60.21;63.79;+3.58;Active
Francesco Vecchiutti;Vereinslos / Free Agent;22;27;61.20;64.78;+3.58;Active
Théo Laurans;Haribo - Specialized;24;29;66.45;70.03;+3.58;Active
Jason Miller;Vereinslos / Free Agent;23;28;56.56;60.14;+3.58;Active
Nikolai Acimovic;Vereinslos / Free Agent;20;25;59.63;63.20;+3.57;Active
Oscar Archambeau;Vereinslos / Free Agent;23;28;63.78;67.35;+3.57;Active
Senne Debucke;Vereinslos / Free Agent;23;28;62.96;66.53;+3.57;Active
Nicolas Milesi;Statkraft - Colnago;22;27;68.31;71.88;+3.57;Active
Dorian Durand;Vereinslos / Free Agent;23;28;63.14;66.71;+3.57;Active
Polivio Jhoffre Imbaquingo;Vereinslos / Free Agent;23;28;62.94;66.50;+3.56;Active
Lucas Henao;Vereinslos / Free Agent;21;26;56.18;59.74;+3.56;Active
Jonathan Ahlsson;Vereinslos / Free Agent;24;29;64.01;67.57;+3.56;Active
Miguel Ángel Marín;Vereinslos / Free Agent;21;26;64.21;67.76;+3.55;Active
Alessio Menghini;Vereinslos / Free Agent;22;27;65.49;69.04;+3.55;Active
Daniel Carvajal;Vereinslos / Free Agent;23;28;62.32;65.87;+3.55;Active
Alessandro Pinarello;Toyota - Lapierre;23;28;72.06;75.61;+3.55;Active
José Maria Alcocer;Vereinslos / Free Agent;22;27;58.37;61.91;+3.54;Active
Kacper Mientki;Vereinslos / Free Agent;20;25;64.20;67.74;+3.54;Active
Luca Martignago;Vereinslos / Free Agent;24;29;60.38;63.92;+3.54;Active
Nicolás Arnau;Vereinslos / Free Agent;24;29;58.88;62.41;+3.53;Active
Ko Molenaar;Vereinslos / Free Agent;20;25;62.52;66.05;+3.53;Active
Simone Vieceli;Vereinslos / Free Agent;23;28;63.77;67.30;+3.53;Active
Leonardo Galigani;Vereinslos / Free Agent;25;30;63.01;66.54;+3.53;Active
Victor Loulergue;Endura - Vittoria;22;27;67.57;71.09;+3.52;Active
Heorhii Antonenko;Vereinslos / Free Agent;22;27;62.02;65.54;+3.52;Active
Gustav Lovidius;Vereinslos / Free Agent;22;27;61.11;64.63;+3.52;Active
Coren Hendricks;Vereinslos / Free Agent;23;28;61.70;65.21;+3.51;Active
José Miguel Moreira;Vereinslos / Free Agent;21;26;61.49;64.99;+3.50;Active
Leonardo Consolidani;Vereinslos / Free Agent;21;26;63.56;67.06;+3.50;Active
Peter Asbjørn Hansen;Vereinslos / Free Agent;25;30;60.00;63.50;+3.50;Active
Dániel Túri;Vereinslos / Free Agent;24;29;56.12;59.61;+3.49;Active
Alex St. Andre;Vereinslos / Free Agent;21;26;58.68;62.17;+3.49;Active
Luca Martin;Vereinslos / Free Agent;22;27;64.47;67.96;+3.49;Active
Jaedon Terlouw;Vereinslos / Free Agent;25;30;64.72;68.21;+3.49;Active
Danylo Chernomortsev;Vereinslos / Free Agent;21;26;62.62;66.11;+3.49;Active
Eddie Willis;Vereinslos / Free Agent;21;26;61.93;65.42;+3.49;Active
Axel Bouquet;Vereinslos / Free Agent;21;26;64.88;68.37;+3.49;Active
Luca Verrando;Vereinslos / Free Agent;22;27;62.79;66.27;+3.48;Active
Daniel Zanta;Vereinslos / Free Agent;23;28;60.33;63.81;+3.48;Active
Dario Igor Belletta;Lego - Bianchi;23;28;69.74;73.22;+3.48;Active
Lucas Toftemark;Vereinslos / Free Agent;22;27;64.15;67.63;+3.48;Active
Carlos Castro;Vereinslos / Free Agent;22;27;64.74;68.22;+3.48;Active
Robin Kos;Vereinslos / Free Agent;23;28;62.70;66.17;+3.47;Active
Thomas Tachot;Vereinslos / Free Agent;24;29;60.92;64.39;+3.47;Active
Yonatan Castro;Vereinslos / Free Agent;23;28;62.79;66.26;+3.47;Active
Miguel van Tintelen;Vereinslos / Free Agent;23;28;61.63;65.09;+3.46;Active
Elyes Plenel-Jobard;Vereinslos / Free Agent;21;26;65.00;68.46;+3.46;Active
Carter Guichard;Vereinslos / Free Agent;20;25;62.36;65.81;+3.45;Active
Edgar Laurensot;Vereinslos / Free Agent;23;28;63.99;67.44;+3.45;Active
Baptiste Gillet;Deutsche Bahn - Stevens;22;27;68.60;72.05;+3.45;Active
Wil Holmes;Vereinslos / Free Agent;21;26;64.41;67.85;+3.44;Active
Gal Oblak;Vereinslos / Free Agent;20;25;59.88;63.32;+3.44;Active
Gabin Cler;Vereinslos / Free Agent;22;27;64.42;67.86;+3.44;Active
Mitchel Fitzsimons;Vereinslos / Free Agent;24;29;63.09;66.52;+3.43;Active
Lucas Jowett;Vereinslos / Free Agent;22;27;64.18;67.61;+3.43;Active
Kacper Smreczek;Vereinslos / Free Agent;24;29;63.89;67.32;+3.43;Active
Jonas Reibsch;Vereinslos / Free Agent;22;27;63.42;66.85;+3.43;Active
Ondrej afránek;Vereinslos / Free Agent;21;26;59.13;62.56;+3.43;Active
Naod Brhane;Vereinslos / Free Agent;22;27;61.96;65.39;+3.43;Active
Kiany De Paepe;Vereinslos / Free Agent;20;25;60.89;64.32;+3.43;Active
Félix Bouchard;Vereinslos / Free Agent;24;29;65.32;68.75;+3.43;Active
Juan Sebastian Peña;Vereinslos / Free Agent;21;26;62.67;66.09;+3.42;Active
Jhon Olave;Vereinslos / Free Agent;23;28;58.50;61.92;+3.42;Active
Axel Rambault;Vereinslos / Free Agent;25;30;64.63;68.05;+3.42;Active
Brayann Barguil;Vereinslos / Free Agent;21;26;60.91;64.32;+3.41;Active
Théophile Vassal;Vereinslos / Free Agent;20;25;62.27;65.68;+3.41;Active
Jasper Schröder;Vereinslos / Free Agent;22;27;62.99;66.40;+3.41;Active
Wouter Toussaint;Patagonia - Fuji;23;28;69.23;72.64;+3.41;Active
Ruben Rodríguez;Vereinslos / Free Agent;24;29;62.13;65.53;+3.40;Active
Samuele Massolin;Vereinslos / Free Agent;20;25;59.96;63.36;+3.40;Active
Callum Twelves;Vereinslos / Free Agent;23;28;58.49;61.89;+3.40;Active
Lenin Pareja;Vereinslos / Free Agent;22;27;59.00;62.39;+3.39;Active
Joan Revelo Eniquez;Vereinslos / Free Agent;23;28;60.34;63.73;+3.39;Active
Filipe Duarte;Vereinslos / Free Agent;21;26;58.65;62.02;+3.37;Active
Noah Hollamby;Vereinslos / Free Agent;20;25;63.49;66.86;+3.37;Active
Jarno Grixa;Vereinslos / Free Agent;23;28;65.35;68.72;+3.37;Active
Pepijn Veenings;Vereinslos / Free Agent;23;28;64.40;67.76;+3.36;Active
Sebastián Pinilla;Vereinslos / Free Agent;22;27;65.47;68.83;+3.36;Active
Jakub Kuba;Vereinslos / Free Agent;21;26;62.08;65.44;+3.36;Active
David Pavlin;Vereinslos / Free Agent;23;28;55.89;59.24;+3.35;Active
Ibai Irisarri;Vereinslos / Free Agent;21;26;62.95;66.30;+3.35;Active
Gerben Dewinter;Vereinslos / Free Agent;23;28;63.73;67.08;+3.35;Active
Franklin Revelo;Vereinslos / Free Agent;24;29;63.60;66.95;+3.35;Active
Victor Vaneeckhoutte;Michelin - Look;21;26;67.82;71.17;+3.35;Active
Jordan Villalba;Vereinslos / Free Agent;24;29;62.20;65.55;+3.35;Active
Filippo Quintavalla;Vereinslos / Free Agent;22;27;61.00;64.34;+3.34;Active
Igor Baars;Vereinslos / Free Agent;25;30;62.08;65.42;+3.34;Active
Even Thorvaldsen;Vereinslos / Free Agent;24;29;63.50;66.83;+3.33;Active
Owen Lightfoot;Vereinslos / Free Agent;24;29;64.51;67.84;+3.33;Active
Rait Veevo;Vereinslos / Free Agent;24;29;55.39;58.72;+3.33;Active
Finn McHenry;Vereinslos / Free Agent;22;27;59.40;62.72;+3.32;Active
Victor Delbarge;Vereinslos / Free Agent;22;27;60.51;63.83;+3.32;Active
Trym Holther;Vereinslos / Free Agent;23;28;66.21;69.52;+3.31;Active
Josef Otta;Vereinslos / Free Agent;24;29;57.81;61.12;+3.31;Active
Milkias Kudus;Vereinslos / Free Agent;23;28;63.66;66.97;+3.31;Active
Dominik Dunár;Vereinslos / Free Agent;21;26;65.20;68.51;+3.31;Active
Luca Maggia;Vereinslos / Free Agent;22;27;56.67;59.97;+3.30;Active
Ezekiel Ouellet;Vereinslos / Free Agent;24;29;60.60;63.90;+3.30;Active
Jakob Andreas Svaleng Jakobsen;Vereinslos / Free Agent;22;27;63.45;66.75;+3.30;Active
Keegan Hornblow;Sennheiser - Michelin;25;30;66.28;69.57;+3.29;Active
Diogo Sousa;Vereinslos / Free Agent;22;27;58.15;61.44;+3.29;Active
Krytof Král;Vereinslos / Free Agent;21;26;64.59;67.88;+3.29;Active
Alfredo Bueno;Vereinslos / Free Agent;22;27;64.25;67.53;+3.28;Active
Charlie Hegan;Vereinslos / Free Agent;21;26;60.32;63.60;+3.28;Active
Carson Mattern;Vereinslos / Free Agent;23;28;62.76;66.04;+3.28;Active
Tim Kößler;Vereinslos / Free Agent;24;29;61.32;64.60;+3.28;Active
Edwin Chandi Chafuelan;Vereinslos / Free Agent;24;29;59.33;62.61;+3.28;Active
Dominykas Burka;Vereinslos / Free Agent;22;27;57.47;60.74;+3.27;Active
Alberto Cavallaro;Vereinslos / Free Agent;22;27;60.97;64.24;+3.27;Active
Gaetan Warnier;Vereinslos / Free Agent;21;26;62.00;65.27;+3.27;Active
Patrick Harris;Vereinslos / Free Agent;22;27;59.25;62.52;+3.27;Active
Yoan Morin;Vereinslos / Free Agent;22;27;64.08;67.35;+3.27;Active
Benedikt Benz;Vereinslos / Free Agent;20;25;64.97;68.23;+3.26;Active
Luca Bagnara;Vereinslos / Free Agent;23;28;65.85;69.11;+3.26;Active
Jesús Goyo;Vereinslos / Free Agent;22;27;61.78;65.04;+3.26;Active
Maxim Delrue;Vereinslos / Free Agent;24;29;66.03;69.29;+3.26;Active
Odhran Doogan;Vereinslos / Free Agent;23;28;63.32;66.57;+3.25;Active
Jasper Levi Pahlke;Vereinslos / Free Agent;24;29;61.98;65.23;+3.25;Active
Felix Hamel;Vereinslos / Free Agent;23;28;64.24;67.49;+3.25;Active
Jhonny Salas;Vereinslos / Free Agent;24;29;59.76;63.01;+3.25;Active
Marvin Larsen Ringsjø;Vereinslos / Free Agent;22;27;59.14;62.39;+3.25;Active
Habte Naod Araya;Vereinslos / Free Agent;22;27;55.47;58.71;+3.24;Active
Emanuel Wüthrich;Vereinslos / Free Agent;24;29;59.59;62.83;+3.24;Active
Erick Parra;Vereinslos / Free Agent;22;27;61.93;65.17;+3.24;Active
Oscar Bluhm;Vereinslos / Free Agent;25;30;62.60;65.84;+3.24;Active
Kacper Krupa;Vereinslos / Free Agent;22;27;56.76;60.00;+3.24;Active
Mattia Stenico;Vereinslos / Free Agent;20;25;64.76;67.99;+3.23;Active
Raúl Martín;Vereinslos / Free Agent;20;25;62.60;65.83;+3.23;Active
Liam Crowley;Vereinslos / Free Agent;25;30;62.46;65.68;+3.22;Active
Leon Klopcic;Vereinslos / Free Agent;22;27;57.26;60.48;+3.22;Active
Juan Pedro Lozano;Vereinslos / Free Agent;23;28;65.26;68.47;+3.21;Active
Philip Mathiesen;Vereinslos / Free Agent;24;29;62.30;65.51;+3.21;Active
Anders Vos Sørensen;Vereinslos / Free Agent;23;28;64.89;68.09;+3.20;Active
Alex Doltaire;Vereinslos / Free Agent;20;25;61.40;64.60;+3.20;Active
Jamie Whitcher;Vereinslos / Free Agent;23;28;63.21;66.41;+3.20;Active
Andrin Züger;Vereinslos / Free Agent;25;30;66.06;69.25;+3.19;Active
Paul Magnier;Google - Pinarello;23;28;73.84;77.03;+3.19;Active
Enrico Simoni;Vereinslos / Free Agent;21;26;60.44;63.62;+3.18;Active
Milan Nijs;Vereinslos / Free Agent;20;25;62.29;65.47;+3.18;Active
Kazuki Okazaki;Vereinslos / Free Agent;21;26;57.48;60.66;+3.18;Active
Kobe Godts;Vereinslos / Free Agent;24;29;56.45;59.62;+3.17;Active
Jan Tisaj;Vereinslos / Free Agent;22;27;60.42;63.59;+3.17;Active
Johan Chardon;Vereinslos / Free Agent;21;26;62.78;65.94;+3.16;Active
Bjorn Koster;Vereinslos / Free Agent;23;28;61.09;64.25;+3.16;Active
Lorenzo Montanari;Vereinslos / Free Agent;23;28;61.19;64.35;+3.16;Active
Pablo Jaray;Vereinslos / Free Agent;22;27;60.59;63.74;+3.15;Active
Sebastian Albarracin;Vereinslos / Free Agent;23;28;62.46;65.61;+3.15;Active
Jorge García Núñez;Vereinslos / Free Agent;22;27;61.20;64.35;+3.15;Active
Yevhen Testsov;Vereinslos / Free Agent;21;26;61.24;64.39;+3.15;Active
Martin Bárta;Vereinslos / Free Agent;22;27;64.71;67.85;+3.14;Active
Kevin Nshutiraguma;Vereinslos / Free Agent;20;25;59.44;62.58;+3.14;Active
Basile Delalande;Vereinslos / Free Agent;22;27;63.85;66.98;+3.13;Active
Elmar Abma;Vereinslos / Free Agent;23;28;64.32;67.44;+3.12;Active
Dawid Wika-Czarnowski;Vereinslos / Free Agent;21;26;64.74;67.86;+3.12;Active
Lennard Sternsdorff;Vereinslos / Free Agent;22;27;63.36;66.48;+3.12;Active
Alexander Czepl;Vereinslos / Free Agent;21;26;55.58;58.70;+3.12;Active
Unai Ramos;Vereinslos / Free Agent;21;26;64.66;67.77;+3.11;Active
Mauro Brenner;Vereinslos / Free Agent;22;27;65.10;68.19;+3.09;Active
Galder Bengoechea;Vereinslos / Free Agent;23;28;62.71;65.80;+3.09;Active
Anton Gibson;Vereinslos / Free Agent;24;29;59.38;62.47;+3.09;Active
Martin Eren;Vereinslos / Free Agent;23;28;60.65;63.73;+3.08;Active
Dorian Lagrave;Vereinslos / Free Agent;22;27;62.52;65.60;+3.08;Active
Oliver Melsom-Johansen;Vereinslos / Free Agent;22;27;58.36;61.44;+3.08;Active
André Ribeiro;Vereinslos / Free Agent;22;27;63.62;66.70;+3.08;Active
Ronan O'Connor;Vereinslos / Free Agent;23;28;65.29;68.36;+3.07;Active
Edoardo Burani;Vereinslos / Free Agent;23;28;62.33;65.40;+3.07;Active
Cristian Dominguez Quevedo;Vereinslos / Free Agent;23;28;57.73;60.80;+3.07;Active
Tomos Pattinson;Generali - Mammut;21;26;69.35;72.41;+3.06;Active
Girts Harkins;Vereinslos / Free Agent;21;26;62.66;65.72;+3.06;Active
Piergiorgio Cozzani;Vereinslos / Free Agent;23;28;64.00;67.06;+3.06;Active
João Macedo;Vereinslos / Free Agent;25;30;63.55;66.61;+3.06;Active
Lucas Rask Winther;Vereinslos / Free Agent;20;25;61.04;64.07;+3.03;Active
Hibiki Koizumi;Vereinslos / Free Agent;23;28;59.21;62.24;+3.03;Active
Melvin Crommelinck;Haribo - Specialized;22;27;66.83;69.86;+3.03;Active
Magnus Carstensen;Vereinslos / Free Agent;21;26;62.86;65.89;+3.03;Active
Koryo Sato;Vereinslos / Free Agent;21;26;60.95;63.98;+3.03;Active
Bohdan Boryslavskyi;Vereinslos / Free Agent;23;28;58.95;61.97;+3.02;Active
Yerai Sastre;Vereinslos / Free Agent;23;28;62.11;65.12;+3.01;Active
Mathis Baron;Vereinslos / Free Agent;22;27;63.47;66.48;+3.01;Active
Sindre Orholm-Lønseth;Vereinslos / Free Agent;19;24;61.11;64.12;+3.01;Active
Alexander Hajek;Google - Pinarello;23;28;71.53;74.54;+3.01;Active
Quentin Cowan;Volvic - Corratec;23;28;66.10;69.11;+3.01;Active
Mikolaj Szulik;Vereinslos / Free Agent;23;28;63.78;66.79;+3.01;Active
Mathieu Dupé;Vereinslos / Free Agent;23;28;64.12;67.13;+3.01;Active
Nathan Cusack;Vereinslos / Free Agent;21;26;63.66;66.66;+3.00;Active
Seth Dunwoody;SMA Solar - Bell;21;26;66.87;69.87;+3.00;Active
Igor Sek;Vereinslos / Free Agent;24;29;64.50;67.50;+3.00;Active
Primo Kirbi;Vereinslos / Free Agent;22;27;60.71;63.71;+3.00;Active
Warre Van den Meerssche;Vereinslos / Free Agent;22;27;63.71;66.71;+3.00;Active
João Silva;Vereinslos / Free Agent;24;29;54.38;57.38;+3.00;Active
Kaspars Ilsjans;Vereinslos / Free Agent;23;28;56.85;59.84;+2.99;Active
Luca Rinaldi;Vereinslos / Free Agent;22;27;59.25;62.23;+2.98;Active
Jules van Kempen;Vereinslos / Free Agent;24;29;60.88;63.86;+2.98;Active
Tillman Sarnowski;Vereinslos / Free Agent;22;27;64.59;67.56;+2.97;Active
Nils Daniel Gutierrez;Vereinslos / Free Agent;23;28;55.94;58.91;+2.97;Active
Tiago Carmo;Vereinslos / Free Agent;21;26;58.08;61.05;+2.97;Active
Duarte Marivoet;Allianz - Giant;22;27;67.34;70.31;+2.97;Active
Mateo Duque;Vereinslos / Free Agent;21;26;63.21;66.17;+2.96;Active
Jan Rehor;Vereinslos / Free Agent;22;27;60.17;63.13;+2.96;Active
Alexander Scopinich-Burgel;Vereinslos / Free Agent;21;26;61.89;64.85;+2.96;Active
Alessio Magagnotti;Vereinslos / Free Agent;20;25;64.77;67.72;+2.95;Active
Michael Zárate;Vereinslos / Free Agent;23;28;62.55;65.50;+2.95;Active
Simon Ruet;Vereinslos / Free Agent;23;28;62.06;65.01;+2.95;Active
Cesare Chesini;Michelin - Look;23;28;68.39;71.33;+2.94;Active
Matteo Frosio;Vereinslos / Free Agent;23;28;56.95;59.89;+2.94;Active
Hugh Harvey;Vereinslos / Free Agent;22;27;60.88;63.82;+2.94;Active
Kenta Nagai;Vereinslos / Free Agent;23;28;56.87;59.81;+2.94;Active
